Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:0051129,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-16,2.7,10,30284,730,1307,86,6.6,0.69,94|344|655|666|822|1020|1400|1716|1742|1809|1949|2039|2629|3280|3339|3428|3925|3985|4131|4137|4682|4756|4761|4851|5202|5359|5365|5371|5802|6709|7016|7037|7082|7111|7133|7157|8543|8780|9023|9168|9423|9637|9638|10300|10382|10413|10634|11013|11075|11151|11314|22899|22911|23028|23111|23189|25791|26277|28978|29763|29978|50848|51225|51339|51451|51466|51750|55604|56896|56920|57142|65057|84058|84885|84952|85415|89927|112476|112755|114822|124930|146691|146760|192683|374946|100134934,ACVRL1|APOC2|BMP7|BOK|CAPG|CDK5|CRMP1|DGUOK|DLG4|DPYSL3|EFNB3|DMTN|GBA1|HES1|HSPG2|IFI16|STMN1|LIMK2|MAP1B|MAPT|NUBP1|NEO1|NEUROD2|NOTCH1|PFDN2|PLSCR1|PLXNB3|PML|PTPRS|SPTAN1|TESK1|TFRC|TJP1|TMOD1|TNFRSF1B|TP53|LMO4|RIOK3|CH25H|TMSB10|NTN1|FEZ2|FEZ1|KATNB1|TUBB4A|YAP1|GAS2L1|TMSB15A|STMN2|CORO1A|CD300A|ARHGEF15|WDR47|KDM1A|SPART|KANK1|NGEF|TINF2|TMEM14A|PACSIN3|UBQLN2|F11R|ABI3|DACT1|LCMT1|EVL|RTEL1|CARMIL1|DPYSL5|SEMA3G|RTN4|ACD|WDR54|ZDHHC12|CGNL1|RHPN2|BMERB1|PRRT2|STX1B|RHPN1|ANKRD13B|TOM1L2|RTN4RL1|SCAMP5|DRAXIN|TEN1,-13,Var1
GO Biological Processes,19,GO:0120035,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-16,2.8,9.9,30284,650,1307,79,6,0.66,322|391|655|816|818|1020|1400|1627|1716|1809|1949|1969|1982|2039|2056|2242|2260|2281|2596|3265|3280|3706|3897|3985|4131|4135|4137|4739|4756|4780|5364|5365|5526|5802|6422|7016|7101|7476|7779|8321|8322|8507|8536|8578|9314|9423|9638|10084|10300|10413|10458|11075|23028|23111|23129|23189|23413|23433|25791|25793|51225|51466|51517|54874|55604|56896|56920|56965|57142|57698|81565|84446|112755|115703|118813|124925|146760|347733|374946,APBB1|RHOG|BMP7|CAMK2B|CAMK2G|CDK5|CRMP1|DBN1|DGUOK|DPYSL3|EFNB3|EPHA2|EIF4G2|DMTN|EPO|FES|FGFR1|FKBP1B|GAP43|HRAS|HES1|ITPKA|L1CAM|LIMK2|MAP1B|MAP6|MAPT|NEDD9|NEO1|NFE2L2|PLXNB1|PLXNB3|PPP2R5B|PTPRS|SFRP1|TESK1|NR2E1|WNT7A|SLC30A1|FZD1|FZD4|ENC1|CAMK1|SCARF1|KLF4|NTN1|FEZ1|PQBP1|KATNB1|YAP1|BAIAP2|STMN2|KDM1A|SPART|PLXND1|KANK1|NCS1|RHOQ|NGEF|FBXO7|ABI3|EVL|NCKIPSD|FNBP1L|CARMIL1|DPYSL5|SEMA3G|PARP6|RTN4|SHTN1|NDEL1|BRSK1|STX1B|ARHGAP33|ZFYVE27|SEZ6|RTN4RL1|TUBB2B|DRAXIN,-13,Var1
GO Biological Processes,19,GO:0048858,cell projection morphogenesis,19_GO:0032502 developmental process,-15,3,9.9,30284,510,1307,67,5.1,0.61,107|135|322|605|655|658|1020|1436|1742|1906|1944|1945|1949|1956|2064|2263|2596|3897|3925|4131|4135|4650|4692|4753|4756|4851|4853|5364|5532|5864|5881|6446|7101|7345|7476|7846|8543|8826|8936|8941|9334|9423|9637|9638|10381|10458|10678|22911|23022|23111|26047|28988|51225|51324|51466|54437|54538|56896|56920|57698|57715|81565|84446|90249|115557|219699|374946,ADCY1|ADORA2A|APBB1|BCL7A|BMP7|BMPR1B|CDK5|CSF1R|DLG4|EDN1|EFNA3|EFNA4|EFNB3|EGFR|ERBB2|FGFR2|GAP43|L1CAM|STMN1|MAP1B|MAP6|MYO9B|NDN|NELL2|NEO1|NOTCH1|NOTCH2|PLXNB1|PPP3CB|RAB3A|RAC3|SGK1|NR2E1|UCHL1|WNT7A|TUBA1A|LMO4|IQGAP1|WASF1|CDK5R2|B4GALT5|NTN1|FEZ2|FEZ1|TUBB3|BAIAP2|B3GNT2|WDR47|PALLD|SPART|CNTNAP2|DBNL|ABI3|SPG21|EVL|SEMA5B|ROBO4|DPYSL5|SEMA3G|SHTN1|SEMA4G|NDEL1|BRSK1|UNC5A|ARHGEF25|UNC5B|DRAXIN,-12,Var1
GO Biological Processes,19,GO:0070848,response to growth factor,19_GO:0050896 response to stimulus,-15,2.9,9.8,30284,562,1307,71,5.4,0.63,91|94|285|655|658|1436|1906|1956|1969|2050|2064|2246|2260|2263|2549|3280|3693|3791|4088|4091|4092|4131|4137|4208|4435|4692|4774|4851|4853|5028|5138|5155|5156|5371|5526|5606|5829|6422|6715|6777|7010|7048|7075|7133|7157|7476|8826|8895|8936|9261|9314|9638|10458|10461|10653|11075|11151|23111|25805|25865|27250|27429|30001|30844|51176|51324|54567|55198|55512|64838|118813,ACVR1B|ACVRL1|ANGPT2|BMP7|BMPR1B|CSF1R|EDN1|EGFR|EPHA2|EPHB4|ERBB2|FGF1|FGFR1|FGFR2|GAB1|HES1|ITGB5|KDR|SMAD3|SMAD6|SMAD7|MAP1B|MAPT|MEF2C|CITED1|NDN|NFIA|NOTCH1|NOTCH2|P2RY1|PDE2A|PDGFB|PDGFRA|PML|PPP2R5B|MAP2K3|PXN|SFRP1|SRD5A1|STAT5B|TEK|TGFBR2|TIE1|TNFRSF1B|TP53|WNT7A|IQGAP1|CPNE3|WASF1|MAPKAPK2|KLF4|FEZ1|BAIAP2|MERTK|SPINT2|STMN2|CORO1A|SPART|BAMBI|PRKD2|PDCD4|HTRA2|ERO1A|EHD4|LEF1|SPG21|DLL4|APPL2|SMPD3|FNDC4|ZFYVE27,-12,Var1
GO Biological Processes,19,GO:0003158,endothelium development,19_GO:0032502 developmental process,-15,6.3,12,30284,106,1307,29,2.2,0.41,94|947|1906|1910|2535|2947|3516|3791|4669|4851|4855|5138|5802|6781|7075|7082|8321|8322|9414|25865|26084|28514|50848|54345|54538|54567|57493|57826|64321,ACVRL1|CD34|EDN1|EDNRB|FZD2|GSTM3|RBPJ|KDR|NAGLU|NOTCH1|NOTCH4|PDE2A|PTPRS|STC1|TIE1|TJP1|FZD1|FZD4|TJP2|PRKD2|ARHGEF26|DLL1|F11R|SOX18|ROBO4|DLL4|HEG1|RAP2C|SOX17,-12,Var1
GO Biological Processes,19,GO:0061564,axon development,19_GO:0032502 developmental process,-15,3.3,10,30284,427,1307,60,4.6,0.58,107|322|655|658|1020|1436|1906|1944|1945|1949|2064|2263|2596|3897|3925|4131|4137|4692|4753|4756|4761|4851|4853|5354|5532|5864|5881|7101|7345|7476|8543|8941|9334|9423|9637|9638|10381|10458|10678|22911|23022|23111|27319|51324|51466|54437|54538|56896|56920|57142|57698|57715|81565|84446|90249|115557|146760|219699|374946|374969,ADCY1|APBB1|BMP7|BMPR1B|CDK5|CSF1R|EDN1|EFNA3|EFNA4|EFNB3|ERBB2|FGFR2|GAP43|L1CAM|STMN1|MAP1B|MAPT|NDN|NELL2|NEO1|NEUROD2|NOTCH1|NOTCH2|PLP1|PPP3CB|RAB3A|RAC3|NR2E1|UCHL1|WNT7A|LMO4|CDK5R2|B4GALT5|NTN1|FEZ2|FEZ1|TUBB3|BAIAP2|B3GNT2|WDR47|PALLD|SPART|BHLHE22|SPG21|EVL|SEMA5B|ROBO4|DPYSL5|SEMA3G|RTN4|SHTN1|SEMA4G|NDEL1|BRSK1|UNC5A|ARHGEF25|RTN4RL1|UNC5B|DRAXIN|SVBP,-12,Var1
GO Biological Processes,19,GO:0120039,plasma membrane bounded cell projection morphogenesis,19_GO:0032502 developmental process,-15,3,9.8,30284,503,1307,66,5,0.61,107|135|322|605|655|658|1020|1436|1742|1906|1944|1945|1949|1956|2064|2263|2596|3897|3925|4131|4135|4650|4692|4753|4756|4851|4853|5364|5532|5864|5881|6446|7101|7345|7476|7846|8543|8826|8936|8941|9334|9423|9637|9638|10381|10458|10678|22911|23022|23111|26047|28988|51324|51466|54437|54538|56896|56920|57698|57715|81565|84446|90249|115557|219699|374946,ADCY1|ADORA2A|APBB1|BCL7A|BMP7|BMPR1B|CDK5|CSF1R|DLG4|EDN1|EFNA3|EFNA4|EFNB3|EGFR|ERBB2|FGFR2|GAP43|L1CAM|STMN1|MAP1B|MAP6|MYO9B|NDN|NELL2|NEO1|NOTCH1|NOTCH2|PLXNB1|PPP3CB|RAB3A|RAC3|SGK1|NR2E1|UCHL1|WNT7A|TUBA1A|LMO4|IQGAP1|WASF1|CDK5R2|B4GALT5|NTN1|FEZ2|FEZ1|TUBB3|BAIAP2|B3GNT2|WDR47|PALLD|SPART|CNTNAP2|DBNL|SPG21|EVL|SEMA5B|ROBO4|DPYSL5|SEMA3G|SHTN1|SEMA4G|NDEL1|BRSK1|UNC5A|ARHGEF25|UNC5B|DRAXIN,-12,Var1
GO Biological Processes,19,GO:0071363,cellular response to growth factor stimulus,19_GO:0050896 response to stimulus,-15,3,9.7,30284,530,1307,68,5.2,0.61,91|94|285|655|658|1436|1906|1956|1969|2050|2064|2246|2260|2263|2549|3280|3693|3791|4088|4091|4092|4131|4137|4208|4435|4692|4774|4851|4853|5138|5155|5156|5371|5526|5606|5829|6422|6715|6777|7010|7048|7075|7133|7157|7476|8826|8895|8936|9261|9314|9638|10458|10461|10653|11075|11151|23111|25805|25865|27250|27429|30001|30844|51176|54567|55198|55512|118813,ACVR1B|ACVRL1|ANGPT2|BMP7|BMPR1B|CSF1R|EDN1|EGFR|EPHA2|EPHB4|ERBB2|FGF1|FGFR1|FGFR2|GAB1|HES1|ITGB5|KDR|SMAD3|SMAD6|SMAD7|MAP1B|MAPT|MEF2C|CITED1|NDN|NFIA|NOTCH1|NOTCH2|PDE2A|PDGFB|PDGFRA|PML|PPP2R5B|MAP2K3|PXN|SFRP1|SRD5A1|STAT5B|TEK|TGFBR2|TIE1|TNFRSF1B|TP53|WNT7A|IQGAP1|CPNE3|WASF1|MAPKAPK2|KLF4|FEZ1|BAIAP2|MERTK|SPINT2|STMN2|CORO1A|SPART|BAMBI|PRKD2|PDCD4|HTRA2|ERO1A|EHD4|LEF1|DLL4|APPL2|SMPD3|ZFYVE27,-12,Var1
GO Biological Processes,19,GO:0048812,neuron projection morphogenesis,19_GO:0032502 developmental process,-15,3,9.7,30284,498,1307,65,5,0.6,107|135|322|605|655|658|1020|1436|1742|1906|1944|1945|1949|1956|2064|2263|2596|3897|3925|4131|4135|4692|4753|4756|4851|4853|5364|5532|5864|5881|6446|7101|7345|7476|7846|8543|8826|8936|8941|9334|9423|9637|9638|10381|10458|10678|22911|23022|23111|26047|28988|51324|51466|54437|54538|56896|56920|57698|57715|81565|84446|90249|115557|219699|374946,ADCY1|ADORA2A|APBB1|BCL7A|BMP7|BMPR1B|CDK5|CSF1R|DLG4|EDN1|EFNA3|EFNA4|EFNB3|EGFR|ERBB2|FGFR2|GAP43|L1CAM|STMN1|MAP1B|MAP6|NDN|NELL2|NEO1|NOTCH1|NOTCH2|PLXNB1|PPP3CB|RAB3A|RAC3|SGK1|NR2E1|UCHL1|WNT7A|TUBA1A|LMO4|IQGAP1|WASF1|CDK5R2|B4GALT5|NTN1|FEZ2|FEZ1|TUBB3|BAIAP2|B3GNT2|WDR47|PALLD|SPART|CNTNAP2|DBNL|SPG21|EVL|SEMA5B|ROBO4|DPYSL5|SEMA3G|SHTN1|SEMA4G|NDEL1|BRSK1|UNC5A|ARHGEF25|UNC5B|DRAXIN,-12,Var1
GO Molecular Functions,21,GO:0008134,transcription factor binding,,-14,2.8,9.3,30284,592,1307,71,5.4,0.63,604|708|947|1050|2113|2295|2624|2962|3275|3280|3428|3516|4004|4088|4208|4294|4303|4774|4780|4853|5925|6256|6598|6688|6720|6772|6777|6867|6878|6926|6929|7088|7157|7159|7391|7508|8543|8553|8861|9093|9219|9314|9326|10014|10413|10458|10524|11016|11060|11240|23028|23543|23625|28514|51176|51339|55062|55818|55859|63976|64321|78986|79365|80139|84193|92140|149563|149951|150094|167465|200186,BCL6|C1QBP|CD34|CEBPA|ETS1|FOXF2|GATA2|GTF2F1|PRMT2|HES1|IFI16|RBPJ|LMO1|SMAD3|MEF2C|MAP3K10|FOXO4|NFIA|NFE2L2|NOTCH2|RB1|RXRA|SMARCB1|SPI1|SREBF1|STAT1|STAT5B|TACC1|TAF6|TBX3|TCF3|TLE1|TP53|TP53BP2|USF1|XPC|LMO4|BHLHE40|LDB1|DNAJA3|MTA2|KLF4|ZNHIT3|HDAC5|YAP1|BAIAP2|KAT5|ATF7|WWP2|PADI2|KDM1A|RBFOX2|FAM89B|DLL1|LEF1|DACT1|WIPI1|KDM3A|BEX1|PRDM16|SOX17|DUSP26|BHLHE41|ZNF703|SETD3|MTDH|SRARP|COMMD7|SIK1|ZNF366|CRTC2,-11,Var1
GO Biological Processes,19,GO:0007409,axonogenesis,19_GO:0032502 developmental process,-14,3.3,9.5,30284,370,1307,53,4.1,0.55,107|322|655|658|1020|1436|1906|1944|1945|1949|2064|2263|2596|3897|3925|4131|4692|4753|4756|4851|4853|5532|5864|5881|7101|7345|7476|8543|8941|9334|9423|9637|9638|10381|10458|10678|22911|23022|23111|51324|51466|54437|54538|56896|56920|57698|57715|81565|84446|90249|115557|219699|374946,ADCY1|APBB1|BMP7|BMPR1B|CDK5|CSF1R|EDN1|EFNA3|EFNA4|EFNB3|ERBB2|FGFR2|GAP43|L1CAM|STMN1|MAP1B|NDN|NELL2|NEO1|NOTCH1|NOTCH2|PPP3CB|RAB3A|RAC3|NR2E1|UCHL1|WNT7A|LMO4|CDK5R2|B4GALT5|NTN1|FEZ2|FEZ1|TUBB3|BAIAP2|B3GNT2|WDR47|PALLD|SPART|SPG21|EVL|SEMA5B|ROBO4|DPYSL5|SEMA3G|SHTN1|SEMA4G|NDEL1|BRSK1|UNC5A|ARHGEF25|UNC5B|DRAXIN,-11,Var1
GO Cellular Components,20,GO:0031252,cell leading edge,,-14,3.1,9.3,30284,434,1307,58,4.4,0.57,135|322|822|1020|1464|1809|1956|1969|2064|2852|3208|3636|3691|4137|4646|4650|4739|4830|5662|5829|5881|7016|8543|8826|8861|8936|9079|9459|9780|10381|10458|11075|11151|23022|23129|23189|23625|26047|26084|26986|27131|28964|28988|29780|29959|51225|51466|54997|55198|55604|57514|57608|57698|64411|81565|81848|90249|143903,ADORA2A|APBB1|CAPG|CDK5|CSPG4|DPYSL3|EGFR|EPHA2|ERBB2|GPER1|HPCA|INPPL1|ITGB4|MAPT|MYO6|MYO9B|NEDD9|NME1|PSD|PXN|RAC3|TESK1|LMO4|IQGAP1|LDB1|WASF1|LDB2|ARHGEF6|PIEZO1|TUBB3|BAIAP2|STMN2|CORO1A|PALLD|PLXND1|KANK1|FAM89B|CNTNAP2|ARHGEF26|PABPC1|SNX5|GIT1|DBNL|PARVB|NRBP1|ABI3|EVL|TESC|APPL2|CARMIL1|ARHGAP31|JCAD|SHTN1|ARAP3|NDEL1|SPRY4|UNC5A|LAYN,-11,Var1
GO Cellular Components,20,GO:0005874,microtubule,,-14,3,9.2,30284,486,1307,62,4.7,0.59,808|1020|1155|1641|1780|3797|3831|3925|4131|4135|4137|4296|6786|7277|7280|7846|8655|8826|9638|9903|10300|10376|10381|10382|10458|10540|10574|10634|10749|10982|22911|22924|23046|23623|54930|55638|57509|57662|57698|58477|65055|65983|79187|79969|81565|83658|83659|84276|84790|127003|134121|138162|152789|203068|219670|221035|256364|283349|347733|441054|643246|653319,CALM3|CDK5|TBCB|DCX|DYNC1I1|KIF3C|KLC1|STMN1|MAP1B|MAP6|MAPT|MAP3K11|STIM1|TUBA4A|TUBB2A|TUBA1A|DYNLL1|IQGAP1|FEZ1|KLHL21|KATNB1|TUBA1B|TUBB3|TUBB4A|BAIAP2|DCTN2|CCT7|GAS2L1|KIF1C|MAPRE2|WDR47|MAPRE3|KIF21B|RUSC1|HAUS4|SYBU|MTUS1|CAMSAP3|SHTN1|SRPRB|REEP1|GRAMD2B|FSD1|ATAT1|NDEL1|DYNLRB1|TEKT1|NICN1|TUBA1C|CFAP276|CFAP90|PIERCE1|JAKMIP1|TUBB|ENKUR|REEP3|EML3|RASSF3|TUBB2B|CFAP96|MAP1LC3B2|MATCAP1,-11,Var1
GO Biological Processes,19,GO:0048667,cell morphogenesis involved in neuron differentiation,19_GO:0032502 developmental process,-14,3,9.3,30284,449,1307,59,4.5,0.57,107|322|655|658|1020|1436|1742|1906|1944|1945|1949|2064|2263|2596|3280|3897|3925|4131|4135|4208|4692|4753|4756|4851|4853|5532|5864|5881|5925|7101|7345|7476|8543|8941|9334|9423|9637|9638|10381|10458|10678|22911|23022|23111|25861|51324|51466|54437|54538|56896|56920|57698|57715|81565|84446|90249|115557|219699|374946,ADCY1|APBB1|BMP7|BMPR1B|CDK5|CSF1R|DLG4|EDN1|EFNA3|EFNA4|EFNB3|ERBB2|FGFR2|GAP43|HES1|L1CAM|STMN1|MAP1B|MAP6|MEF2C|NDN|NELL2|NEO1|NOTCH1|NOTCH2|PPP3CB|RAB3A|RAC3|RB1|NR2E1|UCHL1|WNT7A|LMO4|CDK5R2|B4GALT5|NTN1|FEZ2|FEZ1|TUBB3|BAIAP2|B3GNT2|WDR47|PALLD|SPART|WHRN|SPG21|EVL|SEMA5B|ROBO4|DPYSL5|SEMA3G|SHTN1|SEMA4G|NDEL1|BRSK1|UNC5A|ARHGEF25|UNC5B|DRAXIN,-11,Var1
GO Molecular Functions,21,GO:0140297,DNA-binding transcription factor binding,,-14,2.9,9.2,30284,488,1307,62,4.7,0.59,604|947|1050|2113|2624|3275|3280|3516|4004|4088|4208|4294|4303|4774|4780|4853|5925|6256|6598|6688|6777|6867|6878|6926|6929|7088|7157|7159|7391|7508|8543|8553|8861|9093|9219|9314|9326|10014|10413|10524|11060|11240|23028|23543|28514|51176|51339|55062|55818|55859|63976|64321|78986|79365|80139|84193|92140|149563|149951|150094|167465|200186,BCL6|CD34|CEBPA|ETS1|GATA2|PRMT2|HES1|RBPJ|LMO1|SMAD3|MEF2C|MAP3K10|FOXO4|NFIA|NFE2L2|NOTCH2|RB1|RXRA|SMARCB1|SPI1|STAT5B|TACC1|TAF6|TBX3|TCF3|TLE1|TP53|TP53BP2|USF1|XPC|LMO4|BHLHE40|LDB1|DNAJA3|MTA2|KLF4|ZNHIT3|HDAC5|YAP1|KAT5|WWP2|PADI2|KDM1A|RBFOX2|DLL1|LEF1|DACT1|WIPI1|KDM3A|BEX1|PRDM16|SOX17|DUSP26|BHLHE41|ZNF703|SETD3|MTDH|SRARP|COMMD7|SIK1|ZNF366|CRTC2,-11,Var1
GO Molecular Functions,21,GO:0016301,kinase activity,,-13,2.5,8.8,30284,726,1307,79,6,0.66,91|94|369|595|658|816|818|896|1020|1436|1716|1944|1945|1949|1956|1969|2050|2064|2242|2260|2263|3099|3706|3791|3985|4294|4296|4830|5127|5156|5166|5582|5583|5606|5681|5832|5871|6446|7010|7016|7048|7075|7084|7297|8396|8503|8536|8780|8895|9064|9261|9414|9770|10114|10188|10298|10461|10769|22983|25865|25989|26576|27347|29941|29959|50808|51447|64781|79012|83931|84446|85366|90956|146850|150094|204851|266971|340371|388228,ACVR1B|ACVRL1|ARAF|CCND1|BMPR1B|CAMK2B|CAMK2G|CCND3|CDK5|CSF1R|DGUOK|EFNA3|EFNA4|EFNB3|EGFR|EPHA2|EPHB4|ERBB2|FES|FGFR1|FGFR2|HK2|ITPKA|KDR|LIMK2|MAP3K10|MAP3K11|NME1|CDK16|PDGFRA|PDK4|PRKCG|PRKCH|MAP2K3|PSKH1|ALDH18A1|MAP4K2|SGK1|TEK|TESK1|TGFBR2|TIE1|TK2|TYK2|PIP4K2B|PIK3R3|CAMK1|RIOK3|CPNE3|MAP3K6|MAPKAPK2|TJP2|RASSF2|HIPK3|TNK2|PAK4|MERTK|PLK2|MAST1|PRKD2|ULK3|SRPK3|STK39|PKN3|NRBP1|AK3|IP6K2|CERK|CAMKV|STK40|BRSK1|MYLK2|ADCK2|PIK3R6|SIK1|HIPK1|PIPSL|NRBP2|SBK1,-10,Var1
GO Biological Processes,19,GO:0042063,gliogenesis,19_GO:0032502 developmental process,-13,3.7,9.6,30284,275,1307,44,3.4,0.5,135|666|1020|1435|1436|1464|1956|2064|2596|2629|2840|3265|3280|3459|3691|3766|4137|4664|4665|4669|4692|4720|4774|4821|4851|5028|5354|5925|6009|6659|7101|7157|7846|8941|9334|9423|10893|22901|22911|28514|28999|51176|57142|89927,ADORA2A|BOK|CDK5|CSF1|CSF1R|CSPG4|EGFR|ERBB2|GAP43|GBA1|GPR17|HRAS|HES1|IFNGR1|ITGB4|KCNJ10|MAPT|NAB1|NAB2|NAGLU|NDN|NDUFS2|NFIA|NKX2-2|NOTCH1|P2RY1|PLP1|RB1|RHEB|SOX4|NR2E1|TP53|TUBA1A|CDK5R2|B4GALT5|NTN1|MMP24|ARSG|WDR47|DLL1|KLF15|LEF1|RTN4|BMERB1,-10,Var1
GO Biological Processes,19,GO:0071345,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-13,2.4,8.7,30284,787,1307,83,6.4,0.67,1050|1435|1436|1809|1906|1956|1969|2050|2056|2064|2260|2263|2629|2731|2840|2852|3099|3280|3428|3434|3455|3459|3566|3588|3597|3625|3665|3791|3977|4092|4780|4851|4939|4940|5138|5155|5156|5371|5990|6422|6688|6772|6777|6814|7010|7037|7075|7133|7157|7297|8322|8531|9118|9145|9180|9314|9413|10312|10376|10413|10461|10678|11151|11240|11277|22904|27316|27347|27429|51079|51176|54838|55198|55512|55818|55914|57007|64321|79602|81848|112936|149951|201292,CEBPA|CSF1|CSF1R|DPYSL3|EDN1|EGFR|EPHA2|EPHB4|EPO|ERBB2|FGFR1|FGFR2|GBA1|GLDC|GPR17|GPER1|HK2|HES1|IFI16|IFIT1|IFNAR2|IFNGR1|IL4R|IL10RB|IL13RA1|INHBB|IRF7|KDR|LIFR|SMAD7|NFE2L2|NOTCH1|OAS2|OAS3|PDE2A|PDGFB|PDGFRA|PML|RFX2|SFRP1|SPI1|STAT1|STAT5B|STXBP3|TEK|TFRC|TIE1|TNFRSF1B|TP53|TYK2|FZD4|YBX3|INA|SYNGR1|OSMR|KLF4|ENTREP1|TCIRG1|TUBA1B|YAP1|MERTK|B3GNT2|CORO1A|PADI2|TREX1|SBNO2|RBMX|STK39|HTRA2|NDUFA13|LEF1|WBP1L|APPL2|SMPD3|KDM3A|ERBIN|ACKR3|SOX17|ADIPOR2|SPRY4|VPS26B|COMMD7|TRIM65,-10,Var1
GO Cellular Components,20,GO:0030424,axon,,-13,2.6,8.8,30284,660,1307,74,5.7,0.64,135|216|322|478|808|1020|1400|1627|1742|1809|1982|2018|2596|2852|2913|3208|3831|3897|4131|4135|4137|4155|4345|4741|5582|5802|5864|5881|5905|6772|6804|6860|6861|7133|7345|8826|8941|9362|9637|9638|10300|10381|10382|10409|10540|10749|11075|11151|22911|22983|23022|23046|23129|23413|25791|25861|26047|28964|54538|55638|55752|57698|64601|79641|79969|81551|81565|84446|112476|112755|114787|118813|126129|256472,ADORA2A|ALDH1A1|APBB1|ATP1A3|CALM3|CDK5|CRMP1|DBN1|DLG4|DPYSL3|EIF4G2|EMX2|GAP43|GPER1|GRM3|HPCA|KLC1|L1CAM|MAP1B|MAP6|MAPT|MBP|CD200|NEFM|PRKCG|PTPRS|RAB3A|RAC3|RANGAP1|STAT1|STX1A|SYT4|SYT5|TNFRSF1B|UCHL1|IQGAP1|CDK5R2|CPNE6|FEZ2|FEZ1|KATNB1|TUBB3|TUBB4A|BASP1|DCTN2|KIF1C|STMN2|CORO1A|WDR47|MAST1|PALLD|KIF21B|PLXND1|NCS1|NGEF|WHRN|CNTNAP2|GIT1|ROBO4|SYBU|SEPTIN11|SHTN1|VPS16|ROGDI|ATAT1|STMN4|NDEL1|BRSK1|PRRT2|STX1B|GPRIN1|ZFYVE27|CPT1C|TMEM151A,-10,Var1
GO Biological Processes,19,GO:0030097,hemopoiesis,19_GO:0032502 developmental process,-13,2.6,8.8,30284,690,1307,76,5.8,0.65,211|604|669|865|947|1050|1051|1435|1436|1777|1969|2039|2056|2064|2263|2313|2323|2355|2624|2629|2874|3428|3516|3566|3791|4066|4208|4242|4291|4669|4853|4855|5138|5156|5371|5532|5925|6146|6422|6522|6659|6688|6777|6929|7010|7037|7048|7157|7351|8325|8503|9093|9314|10014|10312|10461|11277|22904|25793|25976|28514|29086|29781|51043|51176|54567|54838|55326|55512|57019|79641|93974|116151|204851|221395|441478,ALAS1|BCL6|BPGM|CBFB|CD34|CEBPA|CEBPB|CSF1|CSF1R|DNASE2|EPHA2|DMTN|EPO|ERBB2|FGFR2|FLI1|FLT3LG|FOSL2|GATA2|GBA1|GPS2|IFI16|RBPJ|IL4R|KDR|LYL1|MEF2C|MFNG|MLF1|NAGLU|NOTCH2|NOTCH4|PDE2A|PDGFRA|PML|PPP3CB|RB1|RPL22|SFRP1|SLC4A2|SOX4|SPI1|STAT5B|TCF3|TEK|TFRC|TGFBR2|TP53|UCP2|FZD8|PIK3R3|DNAJA3|KLF4|HDAC5|TCIRG1|MERTK|TREX1|SBNO2|FBXO7|TIPARP|DLL1|BABAM1|NCAPH2|ZBTB7B|LEF1|DLL4|WBP1L|AGPAT5|SMPD3|CIAPIN1|ROGDI|ATP5IF1|FAM210B|HIPK1|ADGRF5|NRARP,-10,Var1
GO Cellular Components,20,GO:0098978,glutamatergic synapse,,-13,2.7,8.8,30284,582,1307,68,5.2,0.61,41|88|107|135|320|391|1004|1627|1742|1793|1949|1956|2171|2239|2260|2905|2913|3208|3265|3706|3764|3911|4131|4738|4756|4851|5028|5364|5518|5532|5802|5881|6146|6511|6860|7037|7476|8322|9040|9423|9454|10458|11151|22899|23129|23154|26047|27065|28988|51225|51517|51617|55752|55914|56896|57142|57568|57575|79012|81609|81611|84435|112476|112936|115703|116988|126129|140689,ASIC1|ACTN2|ADCY1|ADORA2A|APBA1|RHOG|CDH6|DBN1|DLG4|DOCK1|EFNB3|EGFR|FABP5|GPC4|FGFR1|GRIN2C|GRM3|HPCA|HRAS|ITPKA|KCNJ8|LAMA5|MAP1B|NEDD8|NEO1|NOTCH1|P2RY1|PLXNB1|PPP2R1A|PPP3CB|PTPRS|RAC3|RPL22|SLC1A6|SYT4|TFRC|WNT7A|FZD4|UBE2M|NTN1|HOMER3|BAIAP2|CORO1A|ARHGEF15|PLXND1|NCDN|CNTNAP2|NSG1|DBNL|ABI3|NCKIPSD|NSG2|SEPTIN11|ERBIN|DPYSL5|RTN4|SIPA1L2|PCDH10|CAMKV|SNX27|ANP32E|ADGRA1|PRRT2|VPS26B|ARHGAP33|AGAP3|CPT1C|CBLN4,-10,Var1
